Iteration,Blocked,Dropped
2131,300,67
2132,347,72
2133,300,67
2134,347,72
2135,300,68
2136,347,72
2137,300,68
2138,347,72
2139,300,68
2140,347,72
2141,300,68
2142,347,72
2143,301,68
2144,347,72
2145,301,68
2146,347,72
2147,301,68
2148,347,72
2149,301,68
2150,347,72
2151,301,68
2152,351,73
2153,301,68
2154,351,73
2155,301,68
2156,351,73
2157,301,68
2158,351,73
2159,301,68
2160,351,73
2161,304,68
2162,351,73
2163,305,68
2164,351,73
2165,305,68
2166,351,73
2167,305,68
2168,351,73
2169,305,68
2170,351,73
2171,306,68
2172,351,73
2173,306,68
2174,351,73
2175,307,69
2176,353,73
2177,307,69
2178,353,73
2179,307,69
2180,353,73
2181,307,69
2182,353,73
2183,307,69
2184,353,73
2185,309,71
2186,353,73
2187,309,71
2188,353,73
2189,309,71
2190,354,73
2191,309,71
2192,358,73
2193,309,71
2194,358,74
2195,310,71
2196,358,74
2197,311,71
2198,358,74
2199,311,71
2200,360,74
2201,311,71
2202,360,74
2203,311,71
2204,360,74
2205,311,71
2206,360,74
2207,311,71
2208,360,74
2209,311,71
2210,360,74
2211,311,71
2212,360,74
2213,311,71
2214,360,74
2215,311,71
2216,360,74
2217,311,71
2218,360,74
2219,311,71
2220,360,74
2221,311,71
2222,360,74
2223,311,71
2224,360,74
2225,311,71
2226,360,74
2227,311,71
2228,360,74
2229,311,71
2230,360,74
2231,311,71
2232,362,75
2233,311,71
2234,362,75
2235,311,71
2236,362,75
2237,311,71
2238,363,75
2239,311,71
2240,363,75
2241,311,71
2242,366,75
2243,313,71
2244,366,75
2245,315,73
2246,366,75
2247,315,73
2248,366,75
2249,315,73
2250,366,75
2251,315,73
2252,366,75
2253,315,73
2254,366,75
2255,315,73
2256,366,75
2257,315,73
2258,368,75
2259,315,73
2260,369,75
2261,316,73
2262,369,75
2263,318,73
2264,369,75
2265,318,73
2266,372,78
2267,318,73
2268,372,78
2269,318,73
2270,372,78
2271,318,73
2272,373,78
2273,321,73
2274,373,78
2275,321,73
2276,373,78
2277,321,73
2278,374,78
2279,321,73
2280,374,78
2281,321,73
2282,374,78
2283,321,73
2284,374,78
2285,321,73
2286,375,78
2287,321,73
2288,375,78
2289,321,73
2290,375,78
2291,321,73
2292,375,78
2293,321,73
2294,375,78
2295,322,73
2296,375,78
2297,322,73
2298,375,78
2299,322,73
2300,375,78
2301,322,73
2302,375,78
2303,322,73
2304,375,78
2305,322,73
2306,376,79
2307,322,73
2308,376,79
2309,323,73
2310,376,79
2311,325,73
2312,376,79
2313,328,73
2314,376,79
2315,328,73
2316,377,79
2317,328,73
2318,377,79
2319,328,73
2320,377,79
2321,329,73
2322,381,79
2323,329,73
2324,385,79
2325,329,73
2326,385,79
2327,332,75
2328,385,79
2329,332,75
2330,385,79
2331,332,75
2332,385,79
2333,332,75
2334,385,79
2335,332,75
2336,385,79
2337,333,75
2338,386,80
2339,333,75
2340,386,80
2341,333,75
2342,386,80
2343,333,75
2344,386,80
2345,333,75
2346,386,80
2347,333,75
2348,386,80
2349,333,75
2350,386,80
2351,333,75
2352,386,80
2353,333,75
2354,386,80
2355,336,75
2356,386,80
2357,336,75
2358,386,80
2359,336,75
2360,386,80
2361,336,75
2362,386,80
2363,336,75
2364,386,80
2365,336,75
2366,386,80
2367,338,76
2368,387,81
2369,338,76
2370,387,81
2371,338,76
2372,387,81
2373,338,76
2374,387,81
2375,338,76
2376,387,81
2377,340,77
2378,387,81
2379,340,77
2380,387,81
2381,341,77
2382,387,81
2383,341,77
2384,387,81
2385,341,77
2386,388,81
2387,341,77
2388,388,81
2389,341,77
2390,389,81
2391,342,77
2392,389,81
2393,344,77
2394,389,81
2395,345,77
2396,389,81
2397,345,77
2398,389,81
2399,345,77
2400,389,81
2401,348,77
2402,389,81
2403,348,77
2404,389,81
2405,349,77
2406,389,81
2407,349,77
2408,389,81
2409,349,77
2410,390,81
2411,349,77
2412,390,81
2413,349,77
2414,390,81
2415,349,77
2416,390,81
2417,349,77
2418,390,81
2419,351,78
2420,390,81
2421,351,78
2422,390,81
2423,351,78
2424,390,81
2425,351,78
2426,390,81
2427,351,78
2428,390,81
2429,351,78
2430,390,81
2431,351,78
2432,390,81
2433,351,79
2434,390,81
2435,351,79
2436,390,82
2437,351,79
2438,392,82
2439,351,80
2440,392,82
2441,351,80
2442,392,82
2443,352,80
2444,393,82
2445,352,80
2446,393,82
2447,353,80
2448,393,82
2449,353,80
2450,393,82
2451,353,80
2452,393,82
2453,354,80
2454,393,82
2455,354,80
2456,393,82
2457,354,80
2458,393,82
2459,355,80
2460,393,82
2461,355,80
2462,393,82
2463,355,80
2464,393,82
2465,355,80
2466,393,82
2467,355,80
2468,393,82
2469,359,80
2470,393,82
2471,359,80
2472,393,82
2473,359,80
2474,393,82
2475,359,80
2476,393,82
2477,359,80
2478,393,82
2479,359,80
2480,395,82
2481,359,80
2482,395,82
2483,359,80
2484,395,82
2485,359,80
2486,395,82
2487,359,80
2488,395,82
2489,359,80
2490,395,82
2491,361,80
2492,395,82
2493,361,80
2494,395,82
2495,361,80
2496,395,82
2497,361,80
2498,395,82
2499,361,80
2500,395,82
2501,361,80
2502,395,82
2503,361,80
2504,396,82
2505,361,80
2506,396,82
2507,361,80
2508,396,82
2509,361,80
2510,396,82
2511,362,80
2512,396,82
2513,362,80
2514,396,82
2515,362,80
2516,396,82
2517,362,80
2518,399,82
2519,362,80
2520,399,82
2521,362,80
2522,399,82
2523,362,80
2524,399,82
2525,362,80
2526,399,82
2527,362,80
2528,399,82
2529,362,80
2530,399,82
2531,362,80
2532,401,83
2533,362,80
2534,401,83
2535,364,81
2536,401,83
2537,364,81
2538,401,83
2539,364,81
2540,401,83
2541,364,81
2542,402,83
2543,364,81
2544,402,83
2545,364,81
2546,402,83
2547,364,81
2548,402,83
2549,365,81
2550,403,83
2551,365,81
2552,404,83
2553,365,81
2554,404,83
2555,365,81
2556,404,83
2557,365,81
2558,404,83
2559,365,81
2560,404,83
2561,365,81
2562,405,83
2563,365,81
2564,406,84
2565,366,81
2566,406,84
2567,366,81
2568,406,84
2569,366,81
2570,406,84
2571,366,81
2572,406,84
2573,366,81
2574,406,84
2575,366,81
2576,406,84
2577,366,81
2578,407,84
2579,366,81
2580,407,84
2581,367,81
2582,407,84
2583,367,81
2584,407,84
2585,367,81
2586,407,84
2587,367,81
2588,407,84
2589,367,81
2590,407,84
2591,369,81
2592,410,84
2593,369,81
2594,410,84
2595,369,81
2596,414,84
2597,369,81
2598,414,84
2599,373,81
2600,414,84
2601,373,81
2602,414,84
2603,373,81
2604,414,84
2605,373,81
2606,414,84
2607,373,81
2608,414,84
2609,373,81
2610,414,84
2611,373,81
2612,416,84
2613,373,81
2614,416,84
2615,373,81
2616,416,84
2617,375,83
2618,416,84
2619,375,83
2620,417,84
2621,376,83
2622,417,84
2623,376,83
2624,417,84
2625,377,84
2626,417,84
2627,377,84
2628,417,84
2629,377,84
2630,419,85
2631,377,84
2632,419,85
2633,377,84
2634,419,85
2635,377,84
2636,419,85
2637,377,84
2638,419,85
2639,377,84
2640,419,85
2641,377,84
2642,419,85
2643,377,84
2644,419,85
2645,377,84
2646,420,85
2647,377,84
2648,420,85
2649,377,84
2650,420,85
2651,380,84
2652,420,85
2653,380,84
2654,420,85
2655,380,84
2656,420,85
2657,380,84
2658,420,85
2659,382,84
2660,420,85
2661,382,84
2662,420,85
2663,382,84
2664,420,85
2665,382,84
2666,420,85
2667,382,84
2668,420,85
2669,382,84
2670,420,85
2671,382,84
2672,420,85
2673,382,84
2674,420,85
2675,385,84
2676,420,85
2677,385,84
2678,420,85
2679,385,84
2680,422,86
2681,385,84
2682,422,87
2683,385,84
2684,422,87
2685,385,84
2686,422,87
2687,385,84
2688,422,87
2689,388,84
2690,422,87
2691,388,84
2692,422,87
2693,388,84
2694,422,87
2695,388,84
2696,422,87
2697,388,84
2698,422,87
2699,392,85
2700,422,87
2701,392,85
2702,422,87
2703,392,85
2704,425,88
2705,392,85
2706,425,88
2707,392,85
2708,425,91
2709,392,85
2710,425,92
2711,392,85
2712,425,92
2713,392,85
2714,427,93
2715,392,85
2716,427,93
2717,392,86
2718,427,93
2719,392,86
2720,427,93
2721,392,86
2722,427,93
2723,392,86
2724,427,93
2725,392,86
2726,427,93
2727,392,86
2728,428,93
2729,392,86
2730,428,93
2731,393,87
2732,428,93
2733,393,87
2734,429,93
2735,393,87
2736,432,93
2737,393,87
2738,432,93
2739,393,87
2740,432,93
2741,395,87
2742,432,93
2743,395,87
2744,432,93
2745,395,87
2746,432,93
2747,395,87
2748,432,93
2749,395,87
2750,432,93
2751,398,87
2752,432,93
2753,398,87
2754,432,93
2755,398,87
2756,432,93
2757,398,87
2758,433,93
2759,398,88
2760,433,93
2761,398,88
2762,433,93
2763,398,88
2764,433,93
2765,398,88
2766,434,93
2767,398,88
2768,434,93
2769,398,88
2770,434,93
2771,398,88
2772,434,93
2773,398,88
2774,434,93
2775,398,88
2776,434,93
2777,398,88
2778,434,93
2779,398,88
2780,434,93
2781,398,88
2782,434,93
2783,398,88
2784,434,93
2785,398,88
2786,435,93
2787,398,88
2788,435,93
2789,398,88
2790,435,93
2791,398,88
2792,435,93
2793,399,88
2794,435,93
2795,399,88
2796,435,93
2797,401,88
2798,435,93
2799,401,88
2800,436,93
2801,402,89
2802,437,93
2803,402,89
2804,437,94
2805,402,89
2806,437,94
2807,402,89
2808,437,94
2809,402,89
2810,439,96
2811,402,89
2812,439,96
2813,402,89
2814,440,96
2815,402,89
2816,440,96
2817,402,89
2818,440,96
2819,402,89
2820,440,96
2821,402,89
2822,440,96
2823,404,90
2824,440,96
2825,404,90
2826,440,96
2827,404,90
2828,441,96
2829,404,90
2830,441,97
2831,404,91
2832,443,99
2833,404,91
2834,443,99
2835,404,91
2836,445,99
2837,405,93
2838,445,99
2839,406,93
2840,445,99
2841,406,93
2842,446,99
2843,406,93
2844,446,100
2845,406,93
2846,446,100
2847,406,93
2848,446,100
2849,406,93
2850,446,100
2851,408,93
2852,446,100
2853,408,93
2854,446,100
2855,409,93
2856,446,100
2857,409,93
2858,446,100
2859,409,93
2860,446,100
2861,409,93
2862,452,100
2863,413,94
2864,452,100
2865,413,94
2866,452,101
2867,414,94
2868,452,101
2869,414,94
2870,452,101
2871,414,94
2872,452,101
2873,414,94
2874,452,101
2875,414,94
2876,452,101
2877,414,94
2878,452,101
2879,414,95
2880,452,101
2881,414,95
2882,452,101
2883,414,95
2884,452,101
2885,414,95
2886,452,101
2887,414,95
2888,452,101
2889,414,95
2890,452,101
2891,420,96
2892,452,101
2893,420,96
2894,452,101
2895,420,96
2896,453,101
2897,420,96
2898,453,101
2899,420,96
2900,453,101
2901,421,96
2902,453,101
2903,421,96
2904,453,101
2905,421,96
2906,453,101
2907,422,98
2908,453,101
2909,424,98
2910,453,101
2911,424,98
2912,454,103
2913,424,98
2914,454,103
2915,425,98
2916,454,103
2917,425,98
2918,454,103
2919,425,98
2920,454,103
2921,428,98
2922,454,103
2923,428,98
2924,455,103
2925,428,98
2926,455,103
2927,429,99
2928,455,103
2929,430,99
2930,456,103
2931,430,99
2932,456,103
2933,430,99
2934,456,103
2935,432,99
2936,456,103
2937,432,99
2938,456,103
2939,433,99
2940,456,103
2941,433,99
2942,456,103
2943,433,99
2944,456,103
2945,436,100
2946,459,103
2947,436,100
2948,461,103
2949,436,100
2950,461,103
2951,436,100
2952,461,103
2953,436,100
2954,461,103
2955,436,100
2956,461,103
2957,436,100
2958,461,103
2959,436,100
2960,461,103
2961,436,100
2962,461,103
2963,437,100
2964,461,103
2965,437,100
2966,461,103
2967,437,100
2968,461,103
2969,438,100
2970,461,103
2971,438,100
2972,461,103
2973,439,100
2974,461,103
2975,439,100
2976,461,103
2977,440,102
2978,464,103
2979,440,102
2980,464,103
2981,440,102
2982,464,103
2983,440,102
2984,464,103
2985,441,102
2986,464,103
2987,441,102
2988,464,103
2989,441,102
2990,465,103
2991,441,102
2992,466,103
2993,443,103
2994,468,103
2995,443,103
2996,468,103
2997,450,104
2998,469,103
2999,450,104
3000,469,103
3001,450,104
3002,469,103
3003,450,104
3004,469,103
3005,450,104
3006,469,103
3007,450,104
3008,469,103
3009,450,104
3010,469,103
3011,450,104
3012,470,103
3013,450,104
3014,470,103
3015,450,104
3016,470,103
3017,450,104
3018,470,103
3019,450,104
3020,470,103
3021,450,104
3022,470,103
3023,450,104
3024,470,103
3025,455,104
3026,470,103
3027,455,104
3028,470,103
3029,455,104
3030,470,103
3031,456,104
3032,470,103
3033,456,104
3034,470,103
3035,457,105
3036,470,103
3037,457,105
3038,470,103
3039,457,105
3040,470,103
3041,457,105
3042,470,103
3043,457,105
3044,470,103
3045,457,105
3046,470,103
3047,457,105
3048,470,103
3049,457,105
3050,470,103
3051,457,105
3052,470,103
3053,457,105
3054,470,103
3055,457,105
3056,470,103
3057,457,105
3058,475,104
3059,457,105
3060,475,104
3061,457,105
3062,476,104
3063,460,105
3064,476,104
3065,460,105
3066,476,104
3067,460,105
3068,476,105
3069,460,105
3070,476,105
3071,460,105
3072,476,105
3073,460,105
3074,476,105
3075,461,106
3076,476,105
3077,461,106
3078,476,105
3079,462,106
3080,476,105
3081,462,106
3082,476,105
3083,462,106
3084,476,105
3085,462,106
3086,476,105
3087,462,106
3088,476,105
3089,462,106
3090,476,105
3091,462,106
3092,476,105
3093,462,106
3094,476,105
3095,462,106
3096,476,105
3097,464,108
3098,476,105
3099,464,108
3100,476,105
3101,464,108
3102,476,105
3103,465,111
3104,478,105
3105,465,111
3106,478,105
3107,465,111
3108,478,105
3109,466,111
3110,478,105
3111,466,111
3112,478,105
3113,466,111
3114,478,105
3115,466,111
3116,478,105
3117,466,111
3118,478,105
3119,466,111
3120,478,105
3121,466,111
3122,482,107
3123,466,111
3124,482,107
3125,466,111
3126,482,107
3127,466,112
3128,482,107
3129,466,112
3130,482,107
3131,466,112
3132,482,107
3133,467,113
3134,482,107
3135,467,113
3136,482,107
3137,467,113
3138,482,107
3139,467,113
3140,482,107
3141,467,113
3142,482,107
3143,467,113
3144,484,107
3145,467,113
3146,484,107
3147,467,113
3148,484,107
3149,470,113
3150,484,107
3151,470,113
3152,484,107
3153,470,113
3154,484,107
3155,470,113
3156,484,107
3157,470,113
3158,484,107
3159,471,113
3160,484,107
3161,471,113
3162,484,107
3163,473,113
3164,484,107
3165,474,113
3166,488,108
3167,474,113
3168,488,108
3169,474,113
3170,488,108
3171,474,113
3172,488,108
3173,474,113
3174,488,108
3175,474,113
3176,488,108
3177,474,113
3178,488,108
3179,474,113
3180,488,108
3181,474,113
3182,488,108
3183,474,113
3184,488,108
3185,475,113
3186,488,108
3187,475,114
3188,488,108
3189,475,114
3190,489,108
3191,475,114
3192,489,108
3193,475,114
3194,490,108
3195,475,114
3196,490,108
3197,476,114
3198,492,109
3199,476,114
3200,492,109
3201,476,114
3202,492,109
3203,476,114
3204,492,109
3205,476,114
3206,492,109
3207,476,114
3208,492,109
3209,477,114
3210,492,109
3211,477,114
3212,492,109
3213,478,114
3214,492,109
3215,478,114
3216,492,109
3217,478,114
3218,492,109
3219,478,114
3220,492,109
3221,478,114
3222,492,109
3223,478,114
3224,492,109
3225,478,114
3226,493,109
3227,478,114
3228,493,109
3229,478,114
3230,496,110
3231,478,114
3232,496,110
3233,478,114
3234,496,110
3235,478,114
3236,496,110
3237,478,114
3238,497,110
3239,478,114
3240,497,110
3241,478,114
3242,497,110
3243,478,114
3244,497,110
3245,478,114
3246,497,110
3247,478,114
3248,497,110
3249,480,114
3250,501,110
3251,480,114
3252,501,110
3253,480,114
3254,501,110
3255,480,114
3256,501,110
3257,480,114
3258,504,110
3259,480,114
3260,504,110
3261,480,114
3262,504,110
3263,480,114
3264,504,110
3265,480,114
3266,504,110
3267,480,114
3268,507,110
3269,480,114
3270,507,110
3271,480,114
3272,507,110
3273,480,114
3274,508,110
3275,480,114
3276,508,110
3277,480,114
3278,508,110
3279,480,114
3280,508,110
3281,480,114
3282,512,110
3283,480,114
3284,512,110
3285,480,114
3286,512,110
3287,480,114
3288,514,110
3289,480,114
3290,514,110
3291,480,114
3292,514,110
3293,480,114
3294,514,110
3295,480,114
3296,514,110
3297,480,114
3298,514,110
3299,480,114
3300,514,110
3301,480,114
3302,516,111
3303,482,114
3304,516,111
3305,482,114
3306,516,111
3307,482,114
3308,516,111
3309,482,114
3310,516,111
3311,482,114
3312,516,111
3313,482,114
3314,516,111
3315,482,114
3316,516,111
3317,483,114
3318,518,112
3319,483,114
3320,518,112
3321,483,114
3322,518,112
3323,483,114
3324,518,112
3325,483,114
3326,518,112
3327,483,114
3328,519,112
3329,483,114
3330,520,112
3331,483,114
3332,520,112
3333,483,114
3334,520,112
3335,483,114
3336,520,112
3337,484,114
3338,520,112
3339,484,114
3340,520,112
3341,484,114
3342,520,112
3343,484,114
3344,520,112
3345,484,114
3346,520,112
3347,484,114
3348,520,112
3349,484,114
3350,520,112
3351,485,114
3352,520,112
3353,485,114
3354,520,112
3355,486,114
3356,520,112
3357,486,114
3358,520,112
3359,486,114
3360,520,112
3361,486,114
3362,520,112
3363,489,114
3364,520,112
3365,490,114
3366,521,112
3367,490,114
3368,521,112
3369,490,114
3370,523,112
3371,490,114
3372,523,112
3373,490,114
3374,524,112
3375,490,114
3376,524,112
3377,492,114
3378,524,112
3379,492,114
3380,524,112
3381,492,114
3382,524,112
3383,492,114
3384,524,112
3385,492,114
3386,525,112
